node_id,lat,lon,name,amenity
5567166099,28.6211522,77.2313366,,toilets
5567166875,28.6240421,77.2414591,,toilets
5567990903,28.6268658,77.2329278,,restaurant
5577533598,28.6325327,77.2179816,,atm
5577534201,28.6320671,77.2175099,,toilets
5577534202,28.6326127,77.2179639,,bank
5577534325,28.6342788,77.2176384,Burger Singh,fast_food
5577534326,28.6336905,77.2175781,,toilets
5578463454,28.6341481,77.2179356,,toilets
5601790638,28.6429706,77.2226296,FastFood,restaurant
5612013246,28.6130756,77.2427434,Cafe Lota,cafe
5627035624,28.6330681,77.2226945,the luggage bar,bar
5634145022,28.6312911,77.2214543,,taxi
5634524438,28.6291804,77.219755,Pind Balluchi,restaurant
5634524448,28.6363899,77.2020403,,toilets
5634524453,28.6445935,77.1947781,,fuel
5637100896,28.6415227,77.2258674,,fuel
5637101392,28.6435985,77.2238016,,toilets
5638613753,28.6444395,77.1987994,,fuel
5638613754,28.6450079,77.1989094,,fuel
5647754113,28.6315666,77.2223238,Chili's,fast_food
5647754558,28.6316182,77.2222311,Subway,fast_food
5647754778,28.6317679,77.2220318,,atm
5647754781,28.6317429,77.222079,,bank
5656397310,28.633169,77.2179864,Rodeo,restaurant
5656398092,28.6324332,77.2202309,,toilets
5656398093,28.6307285,77.2222043,,toilets
5690505425,28.6233298,77.2184168,Western Court Bus Terminus,bus_station
5709171322,28.6343655,77.2179596,The chai kafe,cafe
5732543220,28.64467,77.2402214,Café Coffee Day,cafe
5732544106,28.6436925,77.2406702,McDonald's,fast_food
5732544321,28.6378975,77.2413599,,fuel
5736742927,28.6332462,77.2162929,,toilets
5758573200,28.6363964,77.2141269,,place_of_worship
5758573267,28.6346701,77.21772,,fuel
5758573712,28.633173,77.2231474,,toilets
5758573849,28.6439995,77.1912841,City Hospital,hospital
5758573850,28.6445858,77.194343,,fuel
5771449331,28.6421748,77.2183515,Pure Veg Foods,fast_food
5771449332,28.6359808,77.21846,,toilets
5771449333,28.6360561,77.2182673,,toilets
